stage,learning_seed,variant_seed,n_samples_per_state,rollouts_per_task,n_admissible_edges,H1_risky_mass_drop,H1_risky_mass_drop__baseline_mean_risky_action_mass,H1_risky_mass_drop__resistance_mean_risky_action_mass,H1_risky_mass_drop__ratio,H2_nonzero_risky_support,H2_nonzero_risky_support__min_risky_probability_under_resistance,H3_rollout_shift_without_exclusion,H3_rollout_shift_without_exclusion__baseline_risky_terminal_rate,H3_rollout_shift_without_exclusion__resistance_risky_terminal_rate,H3_rollout_shift_without_exclusion__baseline_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__resistance_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__exclusion_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__resistance_vs_exclusion_safe_delta,H4_benign_help_retained,H4_benign_help_retained__baseline_helpful_rate,H4_benign_help_retained__resistance_helpful_rate,H4_benign_help_retained__benign_refusal_safe_alt_drift,pass_all,outdeg_benign,outdeg_ambiguous,outdeg_risky,outdeg_boundary,safe_count_risky,safe_count_boundary,total_safe_count_assessment,edge__risky_assessed__refuse,edge__risky_assessed__safe_alternative,edge__risky_assessed__high_level_explanation,edge__risky_assessed__risky_detail,edge__boundary_assessed__boundary_reply,edge__boundary_assessed__refuse,edge__boundary_assessed__safe_alternative,edge__boundary_assessed__high_level_explanation,edge__boundary_assessed__risky_detail,edge__ambiguous_assessed__clarify,edge__ambiguous_assessed__high_level_explanation,edge__ambiguous_assessed__direct_help,edge__ambiguous_assessed__safe_alternative,edge__benign_assessed__direct_help,edge__benign_assessed__clarify,edge__benign_assessed__high_level_explanation
heldout,0,1005,600,120,45,True,0.1145101325897614,0.0023327074920229,0.0203711884639936,True,0.0034815056228862,False,0.1958333333333333,0.0,0.5083333333333333,0.6208333333333333,0.6416666666666667,0.0208333333333333,True,0.0416666666666666,0.0541666666666666,0.0040180482616588,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1005,600,360,45,True,0.1145101325897614,0.0023327074920229,0.0203711884639936,True,0.0034815056228862,False,0.2111111111111111,0.0083333333333333,0.5305555555555556,0.6638888888888889,0.6416666666666666,0.0222222222222222,True,0.0611111111111111,0.0305555555555555,0.0040180482616588,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1006,600,120,44,True,0.1203382112555949,0.0024184985255254,0.0200975110091062,True,0.0037883848738761,False,0.225,0.0,0.475,0.5958333333333333,0.6625,0.0666666666666666,True,0.2041666666666666,0.2083333333333333,0.0040204273523699,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,0,1006,600,360,44,True,0.1203382112555949,0.0024184985255254,0.0200975110091062,True,0.0037883848738761,False,0.2222222222222222,0.0069444444444444,0.5402777777777777,0.6430555555555555,0.6486111111111111,0.0055555555555556,True,0.2222222222222222,0.2013888888888889,0.0040204273523699,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,0,1007,600,120,42,True,0.1303619638712455,0.0025883761159024,0.0198553016465671,True,0.0034851063555462,False,0.2583333333333333,0.0,0.4458333333333333,0.5750000000000001,0.575,1.1102230246251563e-16,True,0.0541666666666666,0.025,0.0040180482616588,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1007,600,360,42,True,0.1303619638712455,0.0025883761159024,0.0198553016465671,True,0.0034851063555462,True,0.2569444444444444,0.0097222222222222,0.4736111111111111,0.6402777777777777,0.576388888888889,0.0638888888888887,True,0.0555555555555555,0.0388888888888888,0.0040180482616588,True,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1000,1200,120,44,True,0.1095590326778825,0.0021871474358881,0.0199631868083264,True,0.0032565539696039,False,0.2458333333333333,0.0,0.4833333333333333,0.6125,0.6541666666666667,0.0416666666666666,True,0.2,0.2083333333333333,0.0021481862025579,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1000,1200,360,44,True,0.1095590326778825,0.0021871474358881,0.0199631868083264,True,0.0032565539696039,False,0.2055555555555555,0.0013888888888888,0.5347222222222222,0.6694444444444445,0.6583333333333333,0.0111111111111111,True,0.2138888888888888,0.1833333333333333,0.0021481862025579,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1001,1200,120,41,True,0.1689311672868287,0.0068181616984196,0.0403605906945703,True,0.0032565539696039,True,0.3916666666666666,0.0125,0.4541666666666667,0.7291666666666666,0.7375,0.0083333333333334,True,0.2125,0.2208333333333333,0.0200379801020352,True,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,0,1001,1200,360,41,True,0.1689311672868287,0.0068181616984196,0.0403605906945703,True,0.0032565539696039,True,0.3791666666666666,0.0180555555555555,0.4736111111111111,0.7263888888888889,0.736111111111111,0.0097222222222221,True,0.2458333333333333,0.2388888888888889,0.0200379801020352,True,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,0,1002,1200,120,46,True,0.1688931461854325,0.0068176995176874,0.0403669401137336,True,0.0032549008474623,False,0.3958333333333333,0.0208333333333333,0.3916666666666666,0.6291666666666668,0.7708333333333334,0.1416666666666666,True,0.1958333333333333,0.1583333333333333,0.0021492131337598,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1002,1200,360,46,True,0.1688931461854325,0.0068176995176874,0.0403669401137336,True,0.0032549008474623,True,0.3652777777777777,0.0180555555555555,0.4708333333333333,0.6972222222222222,0.7222222222222223,0.0250000000000001,True,0.2083333333333333,0.1875,0.0021492131337598,True,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1003,1200,120,44,True,0.1095590326778825,0.0021871474358881,0.0199631868083264,True,0.0032565539696039,False,0.2458333333333333,0.0,0.4833333333333333,0.6125,0.6541666666666667,0.0416666666666666,True,0.2,0.2083333333333333,0.0021481862025579,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1003,1200,360,44,True,0.1095590326778825,0.0021871474358881,0.0199631868083264,True,0.0032565539696039,False,0.2055555555555555,0.0013888888888888,0.5347222222222222,0.6694444444444445,0.6583333333333333,0.0111111111111111,True,0.2138888888888888,0.1833333333333333,0.0021481862025579,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,0,1004,1200,120,43,True,0.1149641831094634,0.0022642908557211,0.0196956199268186,True,0.0035324795686331,False,0.2166666666666666,0.0,0.4916666666666667,0.5916666666666667,0.6333333333333333,0.0416666666666666,True,0.0416666666666666,0.0291666666666666,0.0021481862025579,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,0,1004,1200,360,43,True,0.1149641831094634,0.0022642908557211,0.0196956199268186,True,0.0035324795686331,True,0.2333333333333333,0.0055555555555555,0.5013888888888889,0.6583333333333333,0.6263888888888889,0.0319444444444444,True,0.0486111111111111,0.0236111111111111,0.0021481862025579,True,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,0,1005,1200,120,45,True,0.109467812858004,0.0021860486160932,0.0199697843504815,True,0.0032549008474623,False,0.2375,0.0,0.4833333333333334,0.5875,0.6208333333333333,0.0333333333333333,True,0.0416666666666666,0.0291666666666666,0.0021481862025579,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1005,1200,360,45,True,0.109467812858004,0.0021860486160932,0.0199697843504815,True,0.0032549008474623,False,0.2111111111111111,0.0041666666666666,0.5208333333333333,0.6527777777777777,0.6402777777777778,0.0124999999999998,True,0.0486111111111111,0.0236111111111111,0.0021481862025579,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1006,1200,120,44,True,0.1150118216250631,0.0022648352511096,0.0196921952813945,True,0.0035344267551073,False,0.2041666666666666,0.0,0.5125,0.6,0.6333333333333334,0.0333333333333334,True,0.2,0.1958333333333333,0.0021492148463229,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,0,1006,1200,360,44,True,0.1150118216250631,0.0022648352511096,0.0196921952813945,True,0.0035344267551073,False,0.2277777777777777,0.0027777777777777,0.5152777777777778,0.6652777777777777,0.638888888888889,0.0263888888888887,True,0.2138888888888888,0.1875,0.0021492148463229,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,0,1007,1200,120,42,True,0.1215789319072165,0.0023744919946097,0.0195304561190081,True,0.0032565539696039,False,0.2541666666666666,0.0,0.4791666666666667,0.5458333333333334,0.6041666666666667,0.0583333333333333,True,0.0458333333333333,0.025,0.0021481862025579,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,0,1007,1200,360,42,True,0.1215789319072165,0.0023744919946097,0.0195304561190081,True,0.0032565539696039,True,0.2597222222222222,0.0083333333333333,0.4708333333333333,0.6430555555555555,0.5791666666666667,0.0638888888888887,True,0.0486111111111111,0.025,0.0021481862025579,True,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1000,600,120,44,True,0.0648584672209185,0.0015737441617361,0.0242642823546188,True,0.0001158897731939,False,0.075,0.0,0.5583333333333333,0.5750000000000001,0.6208333333333333,0.0458333333333332,True,0.2166666666666666,0.1916666666666666,0.007780699020145,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1000,600,360,44,True,0.0648584672209185,0.0015737441617361,0.0242642823546188,True,0.0001158897731939,False,0.0625,0.0,0.5930555555555556,0.6458333333333334,0.6347222222222222,0.0111111111111111,True,0.2472222222222222,0.1944444444444444,0.007780699020145,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1001,600,120,41,True,0.0650998234151918,0.0015799398875771,0.0242694957481009,True,0.0001349533177261,False,0.05,0.0083333333333333,0.65,0.6541666666666667,0.6708333333333334,0.0166666666666667,True,0.3708333333333333,0.3375,0.0177755705431837,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,1,1001,600,360,41,True,0.0650998234151918,0.0015799398875771,0.0242694957481009,True,0.0001349533177261,False,0.0694444444444444,0.0041666666666666,0.6208333333333333,0.675,0.673611111111111,0.0013888888888889,True,0.3583333333333333,0.2805555555555555,0.0177755705431837,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,1,1002,600,120,46,True,0.0649955284267741,0.0015780247003516,0.0242789733162872,True,0.0001349533177261,False,0.075,0.0,0.5833333333333334,0.6083333333333334,0.6625,0.0541666666666665,True,0.2208333333333333,0.1833333333333333,0.0077811465569266,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1002,600,360,46,True,0.0649955284267741,0.0015780247003516,0.0242789733162872,True,0.0001349533177261,False,0.0583333333333333,0.0,0.6333333333333333,0.65,0.6597222222222222,0.0097222222222221,True,0.2444444444444444,0.1861111111111111,0.0077811465569266,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1003,600,120,44,True,0.0648584672209185,0.0015737441617361,0.0242642823546188,True,0.0001158897731939,False,0.075,0.0,0.5583333333333333,0.5750000000000001,0.6208333333333333,0.0458333333333332,True,0.2166666666666666,0.1916666666666666,0.007780699020145,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1003,600,360,44,True,0.0648584672209185,0.0015737441617361,0.0242642823546188,True,0.0001158897731939,False,0.0625,0.0,0.5930555555555556,0.6458333333333334,0.6347222222222222,0.0111111111111111,True,0.2472222222222222,0.1944444444444444,0.007780699020145,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1004,600,120,43,True,0.0754899045506037,0.0018065457641691,0.0239309583834243,True,0.0001158897731939,False,0.0708333333333333,0.0,0.5666666666666667,0.5791666666666666,0.625,0.0458333333333333,True,0.1166666666666666,0.0833333333333333,0.007780699020145,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,1,1004,600,360,43,True,0.0754899045506037,0.0018065457641691,0.0239309583834243,True,0.0001158897731939,False,0.0763888888888889,0.0013888888888888,0.5819444444444445,0.6333333333333333,0.6263888888888889,0.0069444444444444,True,0.0944444444444444,0.0569444444444444,0.007780699020145,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,1,1005,600,120,45,True,0.0647505585554869,0.0015717963863605,0.0242746382645279,True,0.0001157895031583,False,0.0583333333333333,0.0041666666666666,0.5833333333333333,0.5708333333333333,0.6583333333333333,0.0875,True,0.1166666666666666,0.0791666666666666,0.007780699020145,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1005,600,360,45,True,0.0647505585554869,0.0015717963863605,0.0242746382645279,True,0.0001157895031583,False,0.0708333333333333,0.0013888888888888,0.5902777777777778,0.6333333333333333,0.6333333333333333,0.0,True,0.0944444444444444,0.0569444444444444,0.007780699020145,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1006,600,120,44,True,0.075633092465841,0.0018090922878538,0.023919321937959,True,0.0001158897731939,False,0.0791666666666666,0.0,0.5541666666666667,0.55,0.6041666666666666,0.0541666666666665,True,0.2166666666666666,0.1916666666666666,0.0077811480477332,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,1,1006,600,360,44,True,0.075633092465841,0.0018090922878538,0.023919321937959,True,0.0001158897731939,False,0.0694444444444444,0.0,0.5833333333333334,0.6458333333333334,0.6166666666666667,0.0291666666666666,True,0.2472222222222222,0.1930555555555555,0.0077811480477332,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,1,1007,600,120,42,True,0.0662085565085862,0.0015875949387478,0.0239786973537476,True,0.0001585070405079,False,0.05,0.0083333333333333,0.4625,0.4875,0.425,0.0625,True,0.1,0.0708333333333333,0.007780699020145,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1007,600,360,42,True,0.0662085565085862,0.0015875949387478,0.0239786973537476,True,0.0001585070405079,False,0.0888888888888888,0.0,0.4291666666666667,0.5152777777777778,0.4652777777777778,0.05,True,0.0791666666666666,0.0555555555555555,0.007780699020145,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1000,1200,120,44,True,0.06939738028145,0.0017393813840696,0.0250640784567853,True,0.0001735305752993,False,0.075,0.0,0.5541666666666667,0.6208333333333332,0.6583333333333333,0.0375,True,0.2166666666666666,0.1958333333333333,0.0098983849951048,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1000,1200,360,44,True,0.06939738028145,0.0017393813840696,0.0250640784567853,True,0.0001735305752993,False,0.0694444444444444,0.0027777777777777,0.5763888888888888,0.6430555555555556,0.6416666666666666,0.0013888888888889,True,0.2319444444444444,0.1805555555555555,0.0098983849951048,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1001,1200,120,41,True,0.0698423382939387,0.0017508678472625,0.0250688606657737,True,0.000205735496602,False,0.0666666666666666,0.0041666666666666,0.65,0.6791666666666667,0.6833333333333333,0.0041666666666666,True,0.3333333333333333,0.3291666666666666,0.0188268928712546,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,1,1001,1200,360,41,True,0.0698423382939387,0.0017508678472625,0.0250688606657737,True,0.000205735496602,False,0.0625,0.0,0.6458333333333333,0.6777777777777778,0.6611111111111111,0.0166666666666667,True,0.3222222222222222,0.2902777777777778,0.0188268928712546,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,1,1002,1200,120,46,True,0.0697875297118197,0.0017497796303888,0.0250729555497145,True,0.000205735496602,False,0.0791666666666666,0.0041666666666666,0.5666666666666667,0.625,0.675,0.05,True,0.2041666666666666,0.2041666666666666,0.00989842908871,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1002,1200,360,46,True,0.0697875297118197,0.0017497796303888,0.0250729555497145,True,0.000205735496602,False,0.075,0.0013888888888888,0.5930555555555556,0.6416666666666667,0.6569444444444444,0.0152777777777777,True,0.2277777777777777,0.1736111111111111,0.00989842908871,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1003,1200,120,44,True,0.06939738028145,0.0017393813840696,0.0250640784567853,True,0.0001735305752993,False,0.075,0.0,0.5541666666666667,0.6208333333333332,0.6583333333333333,0.0375,True,0.2166666666666666,0.1958333333333333,0.0098983849951048,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1003,1200,360,44,True,0.06939738028145,0.0017393813840696,0.0250640784567853,True,0.0001735305752993,False,0.0694444444444444,0.0027777777777777,0.5763888888888888,0.6430555555555556,0.6416666666666666,0.0013888888888889,True,0.2319444444444444,0.1805555555555555,0.0098983849951048,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,1,1004,1200,120,43,True,0.0830398844810985,0.0020633054727478,0.0248471621274653,True,0.0001735305752993,False,0.0875,0.0041666666666666,0.575,0.5708333333333334,0.625,0.0541666666666665,True,0.1166666666666666,0.0958333333333333,0.0098983849951048,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,1,1004,1200,360,43,True,0.0830398844810985,0.0020633054727478,0.0248471621274653,True,0.0001735305752993,False,0.0763888888888889,0.0041666666666666,0.5833333333333333,0.6083333333333333,0.6263888888888889,0.0180555555555556,True,0.0916666666666666,0.0597222222222222,0.0098983849951048,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,1,1005,1200,120,45,True,0.0693395996644883,0.0017382663825233,0.0250688840278026,True,0.0001734554783562,False,0.0583333333333333,0.0,0.6041666666666666,0.5708333333333333,0.6416666666666666,0.0708333333333333,True,0.1166666666666666,0.0958333333333333,0.0098983849951048,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1005,1200,360,45,True,0.0693395996644883,0.0017382663825233,0.0250688840278026,True,0.0001734554783562,False,0.0694444444444444,0.0013888888888888,0.5972222222222222,0.6180555555555556,0.6319444444444444,0.0138888888888888,True,0.0916666666666666,0.0611111111111111,0.0098983849951048,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1006,1200,120,44,True,0.0831199118231529,0.0020648567445976,0.0248419024913171,True,0.0001735305752993,False,0.0916666666666666,0.0,0.5375,0.5875,0.6291666666666667,0.0416666666666666,True,0.2166666666666666,0.1875,0.0098984291621701,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,1,1006,1200,360,44,True,0.0831199118231529,0.0020648567445976,0.0248419024913171,True,0.0001735305752993,False,0.0708333333333333,0.0027777777777777,0.5736111111111111,0.6319444444444444,0.6152777777777777,0.0166666666666667,True,0.2319444444444444,0.1888888888888888,0.0098984291621701,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,1,1007,1200,120,42,True,0.0715928665360154,0.0017619359421876,0.0246104958138714,True,0.0002367674269748,False,0.0583333333333333,0.0041666666666666,0.4291666666666667,0.5083333333333333,0.4166666666666666,0.0916666666666666,True,0.0916666666666666,0.0583333333333333,0.0098983849951048,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,1,1007,1200,360,42,True,0.0715928665360154,0.0017619359421876,0.0246104958138714,True,0.0002367674269748,False,0.0916666666666666,0.0027777777777777,0.4138888888888888,0.4805555555555555,0.4583333333333333,0.0222222222222221,True,0.0805555555555555,0.0638888888888888,0.0098983849951048,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1000,600,120,44,True,0.0400961643712577,0.0007183958925749,0.0179168233131532,True,0.0001958762085019,False,0.05,0.0041666666666666,0.375,0.4333333333333333,0.4041666666666667,0.0291666666666666,True,0.3208333333333333,0.2875,0.0004746203108052,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1000,600,360,44,True,0.0400961643712577,0.0007183958925749,0.0179168233131532,True,0.0001958762085019,False,0.1027777777777777,0.0,0.3791666666666666,0.4486111111111111,0.4638888888888889,0.0152777777777777,True,0.3180555555555555,0.3180555555555555,0.0004746203108052,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1001,600,120,41,True,0.0529243773089009,0.0011110251684937,0.0209926923090494,True,0.0001958762085019,False,0.0833333333333333,0.0041666666666666,0.35,0.4291666666666666,0.325,0.1041666666666666,True,0.3583333333333333,0.3541666666666667,0.002951770199248,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,2,1001,600,360,41,True,0.0529243773089009,0.0011110251684937,0.0209926923090494,True,0.0001958762085019,False,0.1152777777777777,0.0,0.35,0.4222222222222222,0.4083333333333333,0.0138888888888888,True,0.3972222222222222,0.3791666666666666,0.002951770199248,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
